text,intent,sentiment
I appreciate your help. I want to report poor service regarding fiber connection support in Singapore.,Complaint,Positive
This is unacceptable. I requested a refund of $20 for my family plan purchased in France.,Refund,Negative
I would like clarification. I am experiencing unstable connection with my family plan in US.,Technical,Neutral
Please provide details. I requested a refund of $150 for my 5G service purchased in US.,Refund,Neutral
I am satisfied with the service. I was given wrong invoice $200 for my SIM card in Singapore via email support.,Billing,Positive
I appreciate your help. I would like information about international coverage and cloud storage for the WiFi extender.,Product Inquiry,Positive
Please provide details. I am experiencing DNS error with my mobile plan in India.,Technical,Neutral
I need some information. I requested a refund of $10 for my mobile plan purchased in Singapore.,Refund,Neutral
Please provide details. I am experiencing DNS error with my fiber connection in India.,Technical,Neutral
This is unacceptable. I am experiencing router malfunction with my fiber connection in Singapore.,Technical,Negative
I need some information. I am experiencing DNS error with my fiber connection in Germany.,Technical,Neutral
I need some information. I want to report long waiting time regarding 5G service support in Canada.,Complaint,Neutral
Could you help me? I was overcharged $20 for my fiber connection in Singapore via service portal.,Billing,Neutral
I am satisfied with the service. I am experiencing connection drops with my router in South Africa.,Technical,Positive
I am satisfied with the service. I would like information about data limits and 5G access for the WiFi extender.,Product Inquiry,Positive
Thank you for your assistance. I want to report rude behavior regarding 5G service support in US.,Complaint,Positive
I would like clarification. I want to report poor service regarding broadband support in UAE.,Complaint,Neutral
Please provide details. I requested a refund of $200 for my broadband purchased in Singapore.,Refund,Neutral
I am unhappy with the service. I am experiencing connection drops with my family plan in France.,Technical,Negative
I am satisfied with the service. I requested a refund of $120 for my SIM card purchased in France.,Refund,Positive
Kindly assist me. I was charged twice $20 for my WiFi extender in UK via mobile app.,Billing,Neutral
Please provide details. I requested a refund of $120 for my WiFi extender purchased in Singapore.,Refund,Neutral
I would like clarification. I requested a refund of $10 for my SIM card purchased in UK.,Refund,Neutral
I am satisfied with the service. I would like information about pricing details and cloud storage for the WiFi extender.,Product Inquiry,Positive
Kindly assist me. I requested a refund of $120 for my fiber connection purchased in South Africa.,Refund,Neutral
I need some information. I would like information about upgrade options and international roaming for the broadband.,Product Inquiry,Neutral
This is unacceptable. I am experiencing network outage with my broadband in UK.,Technical,Negative
Glad this was resolved. I requested a refund of $100 for my family plan purchased in South Africa.,Refund,Positive
I would like clarification. I would like information about plan benefits and 5G access for the broadband.,Product Inquiry,Neutral
